,year_film,year_ceremony,ceremony,category,name,film,winner,race
258,1972.0,1973.0,45.0,ACTOR IN A LEADING ROLE,Michael Caine,Sleuth,False,White
259,1983.0,1984.0,56.0,ACTOR IN A LEADING ROLE,Michael Caine,Educating Rita,False,White
260,2002.0,2003.0,75.0,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,False,White
261,1986.0,1987.0,59.0,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,True,White
262,1999.0,2000.0,72.0,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,True,White
263,1966.0,1967.0,39.0,ACTOR IN A LEADING ROLE,Steve McQueen,The Sand Pebbles,False,White
264,2013.0,2014.0,86.0,DIRECTING,Steve McQueen,12 Years a Slave,False,White
265,1966.0,1967.0,39.0,ACTOR IN A LEADING ROLE,Paul Scofield,A Man for All Seasons,True,White
266,1994.0,1995.0,67.0,ACTOR IN A SUPPORTING ROLE,Paul Scofield,Quiz Show,False,White
267,1967.0,1968.0,40.0,ACTOR IN A LEADING ROLE,Warren Beatty,Bonnie and Clyde,False,White
268,1978.0,1979.0,51.0,ACTOR IN A LEADING ROLE,Warren Beatty,Heaven Can Wait,False,White
269,1981.0,1982.0,54.0,ACTOR IN A LEADING ROLE,Warren Beatty,Reds,False,White
270,1991.0,1992.0,64.0,ACTOR IN A LEADING ROLE,Warren Beatty,Bugsy,False,White
271,1981.0,1982.0,54.0,DIRECTING,Warren Beatty,Reds,True,White
272,1967.0,1968.0,40.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,The Graduate,False,White
273,1969.0,1970.0,42.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Midnight Cowboy,False,White
274,1974.0,1975.0,47.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Lenny,False,White
275,1979.0,1980.0,52.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,True,White
276,1982.0,1983.0,55.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Tootsie,False,White
277,1988.0,1989.0,61.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True,White
278,1997.0,1998.0,70.0,ACTOR IN A LEADING ROLE,Dustin Hoffman,Wag the Dog,False,White
279,1968.0,1969.0,41.0,ACTOR IN A LEADING ROLE,Alan Bates,The Fixer,False,White
280,1968.0,1969.0,41.0,ACTOR IN A LEADING ROLE,Ron Moody,Oliver!,False,White
281,1968.0,1969.0,41.0,ACTOR IN A LEADING ROLE,Cliff Robertson,Charly,True,White
282,1969.0,1970.0,42.0,ACTOR IN A LEADING ROLE,Jon Voight,Midnight Cowboy,False,White
283,1978.0,1979.0,51.0,ACTOR IN A LEADING ROLE,Jon Voight,Coming Home,True,White
284,1985.0,1986.0,58.0,ACTOR IN A LEADING ROLE,Jon Voight,Runaway Train,False,White
285,2001.0,2002.0,74.0,ACTOR IN A SUPPORTING ROLE,Jon Voight,Ali,False,White
286,1970.0,1971.0,43.0,ACTOR IN A LEADING ROLE,Melvyn Douglas,I Never Sang for My Father,False,White
287,1963.0,1964.0,36.0,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,True,White
288,1979.0,1980.0,52.0,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,True,White
289,1970.0,1971.0,43.0,ACTOR IN A LEADING ROLE,James Earl Jones,The Great White Hope,False,Black
290,1970.0,1971.0,43.0,ACTOR IN A LEADING ROLE,Jack Nicholson,Five Easy Pieces,False,White
291,1973.0,1974.0,46.0,ACTOR IN A LEADING ROLE,Jack Nicholson,The Last Detail,False,White
292,1974.0,1975.0,47.0,ACTOR IN A LEADING ROLE,Jack Nicholson,Chinatown,False,White
293,1975.0,1976.0,48.0,ACTOR IN A LEADING ROLE,Jack Nicholson,One Flew over the Cuckoo's Nest,True,White
294,1985.0,1986.0,58.0,ACTOR IN A LEADING ROLE,Jack Nicholson,Prizzi's Honor,False,White
295,1987.0,1988.0,60.0,ACTOR IN A LEADING ROLE,Jack Nicholson,Ironweed,False,White
296,1997.0,1998.0,70.0,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,True,White
297,2002.0,2003.0,75.0,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,False,White
298,1969.0,1970.0,42.0,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,False,White
299,1981.0,1982.0,54.0,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,False,White
300,1983.0,1984.0,56.0,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Terms of Endearment,True,White
301,1992.0,1993.0,65.0,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,A Few Good Men,False,White
302,1970.0,1971.0,43.0,ACTOR IN A LEADING ROLE,Ryan O'Neal,Love Story,False,White
303,1970.0,1971.0,43.0,ACTOR IN A LEADING ROLE,George C. Scott,Patton,True,White
304,1971.0,1972.0,44.0,ACTOR IN A LEADING ROLE,George C. Scott,The Hospital,False,White
305,1959.0,1960.0,32.0,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,False,White
306,1961.0,1962.0,34.0,ACTOR IN A SUPPORTING ROLE,George C. Scott,The Hustler,False,White
307,1971.0,1972.0,44.0,ACTOR IN A LEADING ROLE,Peter Finch,Sunday Bloody Sunday,False,White
308,1976.0,1977.0,49.0,ACTOR IN A LEADING ROLE,Peter Finch,Network,True,White
309,1971.0,1972.0,44.0,ACTOR IN A LEADING ROLE,Gene Hackman,The French Connection,True,White
310,1988.0,1989.0,61.0,ACTOR IN A LEADING ROLE,Gene Hackman,Mississippi Burning,False,White
311,1967.0,1968.0,40.0,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,False,White
312,1970.0,1971.0,43.0,ACTOR IN A SUPPORTING ROLE,Gene Hackman,I Never Sang for My Father,False,White
313,1992.0,1993.0,65.0,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Unforgiven,True,White
314,1971.0,1972.0,44.0,ACTOR IN A LEADING ROLE,Walter Matthau,Kotch,False,White
315,1975.0,1976.0,48.0,ACTOR IN A LEADING ROLE,Walter Matthau,The Sunshine Boys,False,White
316,1966.0,1967.0,39.0,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,True,White
317,1971.0,1972.0,44.0,ACTOR IN A LEADING ROLE,Topol,Fiddler on the Roof,False,White
318,1972.0,1973.0,45.0,ACTOR IN A LEADING ROLE,Paul Winfield,Sounder,False,Black
319,1973.0,1974.0,46.0,ACTOR IN A LEADING ROLE,Al Pacino,Serpico,False,White
320,1974.0,1975.0,47.0,ACTOR IN A LEADING ROLE,Al Pacino,The Godfather Part II,False,White
321,1975.0,1976.0,48.0,ACTOR IN A LEADING ROLE,Al Pacino,Dog Day Afternoon,False,White
322,1979.0,1980.0,52.0,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,False,White
323,1992.0,1993.0,65.0,ACTOR IN A LEADING ROLE,Al Pacino,Scent of a Woman,True,White
324,1972.0,1973.0,45.0,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,False,White
325,1990.0,1991.0,63.0,ACTOR IN A SUPPORTING ROLE,Al Pacino,Dick Tracy,False,White
326,1992.0,1993.0,65.0,ACTOR IN A SUPPORTING ROLE,Al Pacino,Glengarry Glen Ross,False,White
327,2019.0,2020.0,92.0,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,False,White
328,1973.0,1974.0,46.0,ACTOR IN A LEADING ROLE,Robert Redford,The Sting,False,White
329,1980.0,1981.0,53.0,DIRECTING,Robert Redford,Ordinary People,True,White
330,1994.0,1995.0,67.0,DIRECTING,Robert Redford,Quiz Show,False,White
331,1974.0,1975.0,47.0,ACTOR IN A LEADING ROLE,Art Carney,Harry and Tonto,True,White
332,1975.0,1976.0,48.0,ACTOR IN A LEADING ROLE,James Whitmore,"Give 'em Hell, Harry!",False,White
333,1949.0,1950.0,22.0,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,False,White
334,1976.0,1977.0,49.0,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,False,White
335,1978.0,1979.0,51.0,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,False,White
336,1980.0,1981.0,53.0,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,True,White
337,1990.0,1991.0,63.0,ACTOR IN A LEADING ROLE,Robert De Niro,Awakenings,False,White
338,1991.0,1992.0,64.0,ACTOR IN A LEADING ROLE,Robert De Niro,Cape Fear,False,White
339,1974.0,1975.0,47.0,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,True,White
340,2012.0,2013.0,85.0,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Silver Linings Playbook,False,White
341,1976.0,1977.0,49.0,ACTOR IN A LEADING ROLE,Giancarlo Giannini,Seven Beauties,False,White
342,1976.0,1977.0,49.0,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False,White
343,2015.0,2016.0,88.0,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,False,White
344,1977.0,1978.0,50.0,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,False,White
345,1977.0,1978.0,50.0,DIRECTING,Woody Allen,Annie Hall,True,White
346,1978.0,1979.0,51.0,DIRECTING,Woody Allen,Interiors,False,White
347,1984.0,1985.0,57.0,DIRECTING,Woody Allen,Broadway Danny Rose,False,White
348,1986.0,1987.0,59.0,DIRECTING,Woody Allen,Hannah and Her Sisters,False,White
349,1989.0,1990.0,62.0,DIRECTING,Woody Allen,Crimes and Misdemeanors,False,White
350,1994.0,1995.0,67.0,DIRECTING,Woody Allen,Bullets over Broadway,False,White
351,2011.0,2012.0,84.0,DIRECTING,Woody Allen,Midnight in Paris,False,White
352,1977.0,1978.0,50.0,ACTOR IN A LEADING ROLE,Richard Dreyfuss,The Goodbye Girl,True,White
353,1995.0,1996.0,68.0,ACTOR IN A LEADING ROLE,Richard Dreyfuss,Mr. Holland's Opus,False,White
354,1977.0,1978.0,50.0,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,False,White
355,1994.0,1995.0,67.0,ACTOR IN A LEADING ROLE,John Travolta,Pulp Fiction,False,White
356,1978.0,1979.0,51.0,ACTOR IN A LEADING ROLE,Gary Busey,The Buddy Holly Story,False,White
357,1979.0,1980.0,52.0,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,False,White
358,1971.0,1972.0,44.0,ACTOR IN A SUPPORTING ROLE,Roy Scheider,The French Connection,False,White
359,1980.0,1981.0,53.0,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,False,White
360,1983.0,1984.0,56.0,ACTOR IN A LEADING ROLE,Robert Duvall,Tender Mercies,True,White
361,1997.0,1998.0,70.0,ACTOR IN A LEADING ROLE,Robert Duvall,The Apostle,False,White
362,1972.0,1973.0,45.0,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,False,White
363,1979.0,1980.0,52.0,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,False,White
364,1998.0,1999.0,71.0,ACTOR IN A SUPPORTING ROLE,Robert Duvall,A Civil Action,False,White
365,2014.0,2015.0,87.0,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Judge,False,White
366,1980.0,1981.0,53.0,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,False,White
367,1978.0,1979.0,51.0,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,False,White
368,1981.0,1982.0,54.0,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,False,White
369,1982.0,1983.0,55.0,ACTOR IN A LEADING ROLE,Ben Kingsley,Gandhi,True,Multiracial
370,2003.0,2004.0,76.0,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,False,Multiracial
371,1991.0,1992.0,64.0,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Bugsy,False,Multiracial
372,2001.0,2002.0,74.0,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Sexy Beast,False,Multiracial
373,1983.0,1984.0,56.0,ACTOR IN A LEADING ROLE,Tom Conti,"Reuben, Reuben",False,White
374,1983.0,1984.0,56.0,ACTOR IN A LEADING ROLE,Tom Courtenay,The Dresser,False,White
375,1965.0,1966.0,38.0,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,False,White
376,1984.0,1985.0,57.0,ACTOR IN A LEADING ROLE,F. Murray Abraham,Amadeus,True,Middle Eastern
377,1984.0,1985.0,57.0,ACTOR IN A LEADING ROLE,Jeff Bridges,Starman,False,White
378,2009.0,2010.0,82.0,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,True,White
379,2010.0,2011.0,83.0,ACTOR IN A LEADING ROLE,Jeff Bridges,True Grit,False,White
380,1971.0,1972.0,44.0,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Last Picture Show,False,White
381,1974.0,1975.0,47.0,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,False,White
382,2000.0,2001.0,73.0,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,False,White
383,2016.0,2017.0,89.0,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Hell or High Water,False,White
384,1984.0,1985.0,57.0,ACTOR IN A LEADING ROLE,Tom Hulce,Amadeus,False,White
385,1984.0,1985.0,57.0,ACTOR IN A LEADING ROLE,Sam Waterston,The Killing Fields,False,White
386,1985.0,1986.0,58.0,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,False,White
387,1985.0,1986.0,58.0,ACTOR IN A LEADING ROLE,James Garner,Murphy's Romance,False,White
388,1985.0,1986.0,58.0,ACTOR IN A LEADING ROLE,William Hurt,Kiss of the Spider Woman,True,White
389,1986.0,1987.0,59.0,ACTOR IN A LEADING ROLE,William Hurt,Children of a Lesser God,False,White
390,1987.0,1988.0,60.0,ACTOR IN A LEADING ROLE,William Hurt,Broadcast News,False,White
391,2005.0,2006.0,78.0,ACTOR IN A SUPPORTING ROLE,William Hurt,A History of Violence,False,White
392,1986.0,1987.0,59.0,ACTOR IN A LEADING ROLE,Dexter Gordon,'Round Midnight,False,Black
393,1986.0,1987.0,59.0,ACTOR IN A LEADING ROLE,Bob Hoskins,Mona Lisa,False,White
394,1986.0,1987.0,59.0,ACTOR IN A LEADING ROLE,James Woods,Salvador,False,White
395,1996.0,1997.0,69.0,ACTOR IN A SUPPORTING ROLE,James Woods,Ghosts of Mississippi,False,White
396,1987.0,1988.0,60.0,ACTOR IN A LEADING ROLE,Michael Douglas,Wall Street,True,White
397,1987.0,1988.0,60.0,ACTOR IN A LEADING ROLE,Robin Williams,"Good Morning, Vietnam",False,White
398,1989.0,1990.0,62.0,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False,White
399,1991.0,1992.0,64.0,ACTOR IN A LEADING ROLE,Robin Williams,The Fisher King,False,White
400,1997.0,1998.0,70.0,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,True,White
401,1988.0,1989.0,61.0,ACTOR IN A LEADING ROLE,Tom Hanks,Big,False,White
402,1993.0,1994.0,66.0,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,True,White
403,1994.0,1995.0,67.0,ACTOR IN A LEADING ROLE,Tom Hanks,Forrest Gump,True,White
404,1998.0,1999.0,71.0,ACTOR IN A LEADING ROLE,Tom Hanks,Saving Private Ryan,False,White
405,2000.0,2001.0,73.0,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,False,White
406,2019.0,2020.0,92.0,ACTOR IN A SUPPORTING ROLE,Tom Hanks,A Beautiful Day in the Neighborhood,False,White
407,1988.0,1989.0,61.0,ACTOR IN A LEADING ROLE,Edward James Olmos,Stand and Deliver,False,Hispanic
408,1988.0,1989.0,61.0,ACTOR IN A LEADING ROLE,Max von Sydow,Pelle the Conqueror,False,White
409,2011.0,2012.0,84.0,ACTOR IN A SUPPORTING ROLE,Max von Sydow,Extremely Loud & Incredibly Close,False,White
410,1989.0,1990.0,62.0,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False,White
411,2011.0,2012.0,84.0,ACTOR IN A SUPPORTING ROLE,Kenneth Branagh,My Week with Marilyn,False,White
412,1989.0,1990.0,62.0,DIRECTING,Kenneth Branagh,Henry V,False,White
413,1989.0,1990.0,62.0,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,False,White
414,1996.0,1997.0,69.0,ACTOR IN A LEADING ROLE,Tom Cruise,Jerry Maguire,False,White
415,1999.0,2000.0,72.0,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,False,White
416,1989.0,1990.0,62.0,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True,White
417,1989.0,1990.0,62.0,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False,Black
418,1994.0,1995.0,67.0,ACTOR IN A LEADING ROLE,Morgan Freeman,The Shawshank Redemption,False,Black
419,2009.0,2010.0,82.0,ACTOR IN A LEADING ROLE,Morgan Freeman,Invictus,False,Black
420,1987.0,1988.0,60.0,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Street Smart,False,Black
421,2004.0,2005.0,77.0,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,True,Black
422,1990.0,1991.0,63.0,ACTOR IN A LEADING ROLE,Kevin Costner,Dances With Wolves,False,White
423,1990.0,1991.0,63.0,DIRECTING,Kevin Costner,Dances With Wolves,True,White
424,1990.0,1991.0,63.0,ACTOR IN A LEADING ROLE,Gerard Depardieu,Cyrano de Bergerac,False,White
425,1990.0,1991.0,63.0,ACTOR IN A LEADING ROLE,Jeremy Irons,Reversal of Fortune,True,White
426,1991.0,1992.0,64.0,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,True,White
427,1993.0,1994.0,66.0,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Remains of the Day,False,White
428,1995.0,1996.0,68.0,ACTOR IN A LEADING ROLE,Anthony Hopkins,Nixon,False,White
429,1997.0,1998.0,70.0,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,False,White
430,2019.0,2020.0,92.0,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,The Two Popes,False,White
431,1991.0,1992.0,64.0,ACTOR IN A LEADING ROLE,Nick Nolte,The Prince of Tides,False,White
432,1998.0,1999.0,71.0,ACTOR IN A LEADING ROLE,Nick Nolte,Affliction,False,White
433,2011.0,2012.0,84.0,ACTOR IN A SUPPORTING ROLE,Nick Nolte,Warrior,False,White
434,1992.0,1993.0,65.0,ACTOR IN A LEADING ROLE,Robert Downey Jr.,Chaplin,False,White
435,2008.0,2009.0,81.0,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,False,White
436,1992.0,1993.0,65.0,ACTOR IN A LEADING ROLE,Clint Eastwood,Unforgiven,False,White
437,2004.0,2005.0,77.0,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,False,White
438,1992.0,1993.0,65.0,DIRECTING,Clint Eastwood,Unforgiven,True,White
439,2003.0,2004.0,76.0,DIRECTING,Clint Eastwood,Mystic River,False,White
440,2004.0,2005.0,77.0,DIRECTING,Clint Eastwood,Million Dollar Baby,True,White
441,2006.0,2007.0,79.0,DIRECTING,Clint Eastwood,Letters from Iwo Jima,False,White
442,1992.0,1993.0,65.0,ACTOR IN A LEADING ROLE,Stephen Rea,The Crying Game,False,White
443,1992.0,1993.0,65.0,ACTOR IN A LEADING ROLE,Denzel Washington,Malcolm X,False,Black
444,1999.0,2000.0,72.0,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,False,Black
445,2001.0,2002.0,74.0,ACTOR IN A LEADING ROLE,Denzel Washington,Training Day,True,Black
446,2012.0,2013.0,85.0,ACTOR IN A LEADING ROLE,Denzel Washington,Flight,False,Black
447,2016.0,2017.0,89.0,ACTOR IN A LEADING ROLE,Denzel Washington,Fences,False,Black
448,2017.0,2018.0,90.0,ACTOR IN A LEADING ROLE,Denzel Washington,"Roman J. Israel, Esq.",False,Black
449,1987.0,1988.0,60.0,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Cry Freedom,False,Black
450,1989.0,1990.0,62.0,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,True,Black
451,1993.0,1994.0,66.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,In the Name of the Father,False,White
452,2002.0,2003.0,75.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,False,White
453,2007.0,2008.0,80.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,True,White
454,2012.0,2013.0,85.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Lincoln,True,White
455,2017.0,2018.0,90.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Phantom Thread,False,White
456,1993.0,1994.0,66.0,ACTOR IN A LEADING ROLE,Laurence Fishburne,What's Love Got to Do with It,False,Black
457,1993.0,1994.0,66.0,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,False,White
458,1994.0,1995.0,67.0,ACTOR IN A LEADING ROLE,Nigel Hawthorne,The Madness of King George,False,White
459,1995.0,1996.0,68.0,ACTOR IN A LEADING ROLE,Nicolas Cage,Leaving Las Vegas,True,White
460,2002.0,2003.0,75.0,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,False,White
461,1995.0,1996.0,68.0,ACTOR IN A LEADING ROLE,Sean Penn,Dead Man Walking,False,White
462,1999.0,2000.0,72.0,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,False,White
463,2001.0,2002.0,74.0,ACTOR IN A LEADING ROLE,Sean Penn,I Am Sam,False,White
464,2003.0,2004.0,76.0,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,True,White
465,2008.0,2009.0,81.0,ACTOR IN A LEADING ROLE,Sean Penn,Milk,True,White
466,1995.0,1996.0,68.0,ACTOR IN A LEADING ROLE,Massimo Troisi,The Postman (Il Postino),False,White
467,1996.0,1997.0,69.0,ACTOR IN A LEADING ROLE,Ralph Fiennes,The English Patient,False,White
468,1993.0,1994.0,66.0,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,False,White
469,1996.0,1997.0,69.0,ACTOR IN A LEADING ROLE,Woody Harrelson,The People vs. Larry Flynt,False,White
470,2009.0,2010.0,82.0,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,The Messenger,False,White
471,2017.0,2018.0,90.0,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",False,White
472,1996.0,1997.0,69.0,ACTOR IN A LEADING ROLE,Geoffrey Rush,Shine,True,White
473,2000.0,2001.0,73.0,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,False,White
474,1998.0,1999.0,71.0,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,Shakespeare in Love,False,White
475,2010.0,2011.0,83.0,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,False,White
476,1996.0,1997.0,69.0,ACTOR IN A LEADING ROLE,Billy Bob Thornton,Sling Blade,False,White
477,1998.0,1999.0,71.0,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,False,White
478,1997.0,1998.0,70.0,ACTOR IN A LEADING ROLE,Matt Damon,Good Will Hunting,False,White
479,2015.0,2016.0,88.0,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,False,White
480,2009.0,2010.0,82.0,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,False,White
481,1997.0,1998.0,70.0,ACTOR IN A LEADING ROLE,Peter Fonda,Ulee's Gold,False,White
482,1998.0,1999.0,71.0,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,True,White
483,1998.0,1999.0,71.0,DIRECTING,Roberto Benigni,Life Is Beautiful,False,White
484,1998.0,1999.0,71.0,ACTOR IN A LEADING ROLE,Ian McKellen,Gods and Monsters,False,White
485,2001.0,2002.0,74.0,ACTOR IN A SUPPORTING ROLE,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,False,White
486,1998.0,1999.0,71.0,ACTOR IN A LEADING ROLE,Edward Norton,American History X,False,White
487,1996.0,1997.0,69.0,ACTOR IN A SUPPORTING ROLE,Edward Norton,Primal Fear,False,White
488,2014.0,2015.0,87.0,ACTOR IN A SUPPORTING ROLE,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),False,White
489,1999.0,2000.0,72.0,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,False,White
490,2000.0,2001.0,73.0,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,True,White
491,2001.0,2002.0,74.0,ACTOR IN A LEADING ROLE,Russell Crowe,A Beautiful Mind,False,White
492,1999.0,2000.0,72.0,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,False,White
493,1978.0,1979.0,51.0,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,False,White
494,1999.0,2000.0,72.0,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,True,White
495,1995.0,1996.0,68.0,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,The Usual Suspects,True,White
496,2000.0,2001.0,73.0,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,False,Hispanic
497,2010.0,2011.0,83.0,ACTOR IN A LEADING ROLE,Javier Bardem,Biutiful,False,Hispanic
498,2007.0,2008.0,80.0,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,True,Hispanic
499,2000.0,2001.0,73.0,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,False,White
500,1995.0,1996.0,68.0,ACTOR IN A SUPPORTING ROLE,Ed Harris,Apollo 13,False,White
501,1998.0,1999.0,71.0,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Truman Show,False,White
502,2002.0,2003.0,75.0,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,False,White
503,2001.0,2002.0,74.0,ACTOR IN A LEADING ROLE,Will Smith,Ali,False,Black
504,2006.0,2007.0,79.0,ACTOR IN A LEADING ROLE,Will Smith,The Pursuit of Happyness,False,Black
505,2001.0,2002.0,74.0,ACTOR IN A LEADING ROLE,Tom Wilkinson,In the Bedroom,False,White
506,2007.0,2008.0,80.0,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,False,White
